Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr,means,dispersions,dispersions_norm,highly_variable
SGF29,ENSG00000176476,16,28591790,28553915,+,-0.1082,4.195007,7.189383,0.9387585900187225,True
AC145285.2,ENSG00000251417,16,28817828,28802743,+,-0.0238,0.3929566,4.7146587,1.1073611888132269,True
ATP2A1,ENSG00000196296,16,28904509,28878405,+,-0.0018,1.1737486,6.3977823,1.1457038264948298,True
AC106782.4,ENSG00000273724,16,30343336,30336400,+,-0.0306,0.8936348,6.2425985,1.539313226993149,True
ZNF48,ENSG00000180035,16,30400108,30378106,+,-0.0406,1.9546733,7.758993,2.2634268999378375,True
FBRS,ENSG00000156860,16,30670810,30658431,+,-0.1096,3.180967,7.013841,0.9919933840221232,True
ITGAM,ENSG00000169896,16,31332892,31259967,+,-0.1222,3.714604,7.548132,1.5907657453559083,True
CLUHP3,ENSG00000131797,16,31711986,31700590,+,-0.0884,3.2130885,7.1806083,1.2011929950645772,True
ADCY7,ENSG00000121281,16,50318135,50246137,+,-0.1019,3.7115467,7.3450503,1.3176958388101063,True
SLC12A3,ENSG00000070915,16,56915850,56865207,+,-0.0275,1.3887593,6.5754156,1.338918955262533,True
NLRC5,ENSG00000140853,16,57083531,56989485,+,-0.1307,4.931294,7.472325,1.145106701679798,True
CPNE2,ENSG00000140848,16,57148369,57092583,+,-0.0222,1.4646633,7.157389,1.9719427412851984,True
NDRG4,ENSG00000103034,16,58513628,58462846,+,0.0314,0.21254614,4.7389374,1.1269743352149224,True
CES4A,ENSG00000172824,16,67009758,66988589,+,-0.0354,2.6825924,7.138491,1.3561244426668673,True
C16orf70,ENSG00000125149,16,67148544,67109941,+,-0.0713,3.4851296,7.13277,1.1411827536875867,True
ELMO3,ENSG00000102890,16,67204029,67199111,+,-0.062,1.6300918,6.5760255,0.9999998951198217,True
RIPOR1,ENSG00000039523,16,67546788,67518418,+,-0.125,3.6906064,7.4570994,1.4683605807048046,True
CARMIL2,ENSG00000159753,16,67657569,67644988,+,-0.0263,2.0212743,6.5216494,0.941925386977122,True
PARD6A,ENSG00000102981,16,67662778,67660946,+,-0.0355,3.627269,7.4781265,1.496634263693138,True
EDC4,ENSG00000038358,16,67884499,67873052,+,-0.0564,4.2766733,7.3004956,1.0849303364432121,True
PRMT7,ENSG00000132600,16,68358563,68310974,+,-0.059,4.26707,7.480441,1.3216536669017516,True
SNTB2,ENSG00000168807,16,69309052,69187129,+,-0.0266,1.3583155,6.5556526,1.317422369198531,True
WWP2,ENSG00000198373,16,69941741,69762306,+,-0.0966,4.449402,7.310208,1.0977070342853457,True
FCSK,ENSG00000157353,16,70480274,70454595,+,-0.0628,3.093773,7.3760943,1.4464188492557628,True
SF3B3,ENSG00000189091,16,70577670,70523791,+,-0.0548,5.300676,7.5227647,1.0271227013462378,True
AC004943.2,ENSG00000259768,16,72822781,72665123,+,0.0051,0.4580552,5.0568795,1.383819265407745,True
ZFP1,ENSG00000184517,16,75172236,75148494,+,-0.0574,2.3103645,6.8464327,1.0269004037043603,True
GAN,ENSG00000261609,16,81380198,81314966,+,-0.0217,1.7954704,6.707402,1.1403122050242562,True
AC092723.5,ENSG00000285163,16,85948824,85924984,+,-0.0575,1.3709819,6.325391,1.0669621937705018,True
BANP,ENSG00000172530,16,88077318,87949244,+,-0.063,3.8381796,7.1736164,1.0871803994601608,True
ZNF469,ENSG00000225614,16,88440757,88382989,+,-0.0314,1.3017406,7.22277,2.043058962430292,True
CDH15,ENSG00000129910,16,89195492,89171748,+,0.0478,0.35400945,4.9698405,1.3135060816288326,True
AFG3L1P,ENSG00000223959,16,90002161,89972586,+,-0.0679,2.9658098,7.139535,1.3573806474664636,True
GEMIN4,ENSG00000179409,17,753999,744421,-,-0.0262,4.560489,7.425249,1.249047045317128,True
ABR,ENSG00000159842,17,1229738,1003518,-,-0.0769,3.1488836,7.72869,1.888729691681219,True
MYO1C,ENSG00000197879,17,1492686,1464186,-,-0.0521,4.2133093,7.3222733,1.113579421633122,True
INPP5K,ENSG00000132376,17,1516742,1494577,-,-0.065,4.918011,7.3541474,0.9924593142228065,True
OR3A2,ENSG00000221882,17,3386317,3276942,-,-0.009,0.38513255,4.553475,0.9771511754829192,True
TRPV1,ENSG00000196689,17,3609411,3565444,-,-0.0354,1.901191,6.8939657,1.3395647806356699,True
CAMKK1,ENSG00000004660,17,3894891,3860315,-,-0.0754,2.5907807,7.685285,2.014188675533454,True
ALOX15,ENSG00000161905,17,4642294,4630902,-,0.0341,0.32580164,4.933416,1.2840809691429202,True
CXCL16,ENSG00000161921,17,4739928,4733533,-,-0.1471,3.7855732,7.603387,1.6650632675756079,True
INCA1,ENSG00000196388,17,4997610,4988130,-,-0.0462,0.7066791,5.895913,1.149437544177535,True
SLC52A1,ENSG00000132517,17,5052009,5032600,-,-0.0225,0.21085157,4.812168,1.186132724950699,True
NLRP1,ENSG00000091592,17,5619424,5499427,-,-0.1522,5.1819234,7.4553223,0.9467301752427211,True
DVL2,ENSG00000004975,17,7234517,7225342,-,-0.1105,4.1813188,7.493605,1.3389713366448674,True
FXR2,ENSG00000129245,17,7614897,7591230,-,-0.0406,1.9838729,6.6667657,1.096911778326935,True
KCNAB3,ENSG00000170049,17,7929803,7921859,-,-0.0285,1.1830862,7.0292797,1.832595631916742,True
PIK3R6,ENSG00000276231,17,8867677,8802723,-,-0.0839,3.2994258,7.813312,1.994882930048585,True
GAS7,ENSG00000007237,17,10198551,9910609,-,-0.0133,0.700957,6.2613306,1.5603789503853254,True
MYH3,ENSG00000109063,17,10657309,10628526,-,-0.0301,1.9072243,6.9851265,1.4369258392378976,True
TMEM220,ENSG00000187824,17,10730316,10699015,-,-0.0272,0.37856776,5.078842,1.4015614664862996,True
ZNF18,ENSG00000154957,17,11997475,11977439,-,-0.0594,3.3172238,7.3122325,1.3663078926836807,True
ZNF287,ENSG00000141040,17,16569204,16546954,-,-0.0707,2.750804,7.223096,1.4579458960188791,True
TBC1D27P,ENSG00000128438,17,16934839,16922915,-,-0.1199,3.8663018,7.43756,1.442087348788508,True
AC104024.1,ENSG00000230709,17,16981353,16975999,-,-0.059,2.4290028,7.68539,1.941312887179107,True
KIAA0100,ENSG00000007202,17,28645454,28614446,-,-0.0181,3.2020485,7.073031,1.066243526182781,True
PROCA1,ENSG00000167525,17,28711854,28703197,-,-0.055,2.0087254,6.513698,0.933433323809853,True
CCT6B,ENSG00000132141,17,34981078,34927859,-,-0.0315,1.2558763,6.372686,1.1184059733573863,True
PIP4K2B,ENSG00000276293,17,38800126,38765689,-,-0.0883,3.5238147,7.5357733,1.6467267470683917,True
PGAP3,ENSG00000161395,17,39696797,39671122,-,-0.0946,3.0407033,7.0177865,1.2108568966867013,True
GSDMB,ENSG00000073605,17,39919854,39904595,-,-0.0364,2.7856612,7.015652,1.2082882476766543,True
ORMDL3,ENSG00000172057,17,39927601,39921041,-,-0.0555,3.3272932,6.9676995,0.9341114114424229,True
NR1D1,ENSG00000126368,17,40100589,40092793,-,-0.0883,3.235785,7.129331,1.1368687923143275,True
JUP,ENSG00000173801,17,41786931,41754604,-,-0.0827,3.5688362,8.455329,2.8106113152539454,True
NT5C3B,ENSG00000141698,17,41836260,41825057,-,-0.1537,4.1521573,7.2430167,1.009315219039123,True
KLHL11,ENSG00000178502,17,41865423,41848518,-,-0.0255,1.4467564,6.496962,1.2535835354747569,True
DHX58,ENSG00000108771,17,42112714,42101404,-,-0.0794,3.04541,7.299091,1.5494055248567253,True
KAT2A,ENSG00000108773,17,42121367,42113111,-,-0.1135,3.6803682,7.468953,1.4842994310893427,True
KCNH4,ENSG00000089558,17,42181142,42156891,-,-0.001,0.47025213,5.7513285,1.9448197359730948,True
HDAC5,ENSG00000108840,17,44123702,44076746,-,-0.1084,4.5641804,7.5013986,1.3492238086368076,True
MAP3K14,ENSG00000006062,17,45317029,45263119,-,-0.1198,3.7911022,7.3842616,1.37042054796258,True
ARHGAP27,ENSG00000159314,17,45434421,45393902,-,-0.2153,5.2687726,7.8632946,1.4330402460420657,True
LRRC37A4P,ENSG00000214425,17,45551537,45506741,-,-0.1032,2.8258102,7.1638656,1.3866624427608427,True
OSBPL7,ENSG00000006025,17,47821834,47807372,-,-0.052,3.2635038,7.2182894,1.2484617373828053,True
PHOSPHO1,ENSG00000173868,17,49230766,49223362,-,-0.054,0.4313902,5.639016,1.8540898661704832,True
C17orf67,ENSG00000214226,17,56838773,56791913,-,-0.0486,1.3465307,6.829815,1.6156339486840903,True
VEZF1,ENSG00000136451,17,57988259,57971547,-,-0.1525,4.294925,7.2445455,1.0113263194555548,True
MKS1,ENSG00000011143,17,58219605,58205437,-,-0.0427,3.9575114,7.327999,1.294768233077748,True
TSPOAP1,ENSG00000005379,17,58328795,58301228,-,-0.0406,1.3352002,6.7769704,1.558153946817303,True
HSF5,ENSG00000176160,17,58488408,58420167,-,-0.0197,1.7456125,6.912766,1.3596437356279285,True
MTMR4,ENSG00000108389,17,58517905,58489529,-,-0.0594,4.122177,7.187094,0.9357475850284318,True
USP32,ENSG00000170832,17,60422470,60177327,-,-0.053,2.7632565,7.2017,1.4321962800490842,True
FTSJ3,ENSG00000108592,17,63830012,63819433,-,-0.0535,4.918304,7.6042857,1.315557900454886,True
SCN4A,ENSG00000007314,17,63972918,63938554,-,-0.0472,1.1329659,7.0032578,1.804291050179428,True
TEX2,ENSG00000136478,17,64263301,64147227,-,0.0229,2.895571,6.884295,1.0502004115078272,True
PECAM1,ENSG00000261371,17,64413776,64319415,-,-0.1026,4.1888037,7.2319465,0.9947519915694168,True
ABCA6,ENSG00000154262,17,69141895,69078702,-,-0.0589,1.4427438,6.579905,1.3438021854365563,True
UNC13D,ENSG00000092929,17,75844717,75827225,-,-0.0766,4.866318,7.386881,1.0347404404787182,True
SOCS3,ENSG00000184557,17,78360077,78356778,-,-0.058,3.2823076,7.22879,1.26163391478166,True
CEP131,ENSG00000141577,17,81222999,81189593,-,-0.022,2.561285,7.160842,1.383023523329943,True
FAAP100,ENSG00000185504,17,81553961,81539885,-,-0.0861,4.80549,7.6702886,1.4008124481276287,True
NPLOC4,ENSG00000182446,17,81648465,81556887,-,-0.0314,4.6950617,7.6616335,1.3896328667523166,True
SIRT7,ENSG00000187531,17,81921323,81911939,-,-0.0843,4.1122837,7.2244315,0.9848658585179622,True
MAFG,ENSG00000197063,17,81927735,81918270,-,-0.0451,1.9004693,7.5074406,1.9947650125906864,True
SERPINF2,ENSG00000167711,17,1755268,1742836,+,-0.0471,1.8953416,6.905123,1.3514811696042413,True
SERPINF1,ENSG00000132386,17,1777565,1762029,+,-0.0165,2.729644,7.227179,1.462859958010173,True
SGSM2,ENSG00000141258,17,2381058,2337498,+,-0.0451,2.3916206,7.050032,1.248811434538688,True
RAP1GAP2,ENSG00000132359,17,3037741,2755705,+,-0.0424,1.0777843,6.509844,1.267595268151469,True
CTNS,ENSG00000040531,17,3661542,3636468,+,-0.0429,3.251464,7.292707,1.341814258419646,True
SPNS3,ENSG00000182557,17,4488208,4433940,+,-0.0379,2.08406,7.314913,1.5375152538677768,True
PLD2,ENSG00000129219,17,4823434,4807152,+,-0.0319,2.0696537,7.324303,1.547750169238838,True
TNK1,ENSG00000174292,17,7389774,7380534,+,-0.148,4.186423,7.89209,1.8631891873326054,True
WRAP53,ENSG00000141499,17,7703502,7686071,+,0.0713,2.9981542,6.9909935,1.1786116287632153,True
KDM6B,ENSG00000132510,17,7854796,7839904,+,-0.0991,2.4805186,7.0313764,1.2284777713600255,True
CHD3,ENSG00000170004,17,7912760,7884796,+,-0.0759,2.2895584,7.1258416,1.3314391593826846,True
MED9,ENSG00000141026,17,17493221,17476994,+,-0.0451,3.22943,6.9951468,0.9685423502397291,True
RAI1,ENSG00000108557,17,17811453,17681458,+,-0.0314,1.0104774,6.4607763,1.7846717411347093,True
LLGL1,ENSG00000131899,17,18244875,18225635,+,-0.0389,1.8871323,7.8608727,2.372235819885615,True
MIEF2,ENSG00000177427,17,18266552,18260597,+,-0.0609,3.4415305,7.714207,1.8705616455372922,True
AC007952.2,ENSG00000228157,17,19096837,19092974,+,-0.0579,0.3401721,4.501572,0.9352222776996731,True
AC087499.2,ENSG00000226521,17,20737127,20716481,+,0.0423,0.27445024,4.5889673,1.0058232103269251,True
ADAP2,ENSG00000184060,17,30959322,30906344,+,-0.0769,2.4118948,6.7716446,0.9453859266501782,True
RNF135,ENSG00000181481,17,30999911,30970984,+,-0.1412,4.1801224,7.353868,1.1551432090605545,True
RAB11FIP4,ENSG00000131242,17,31538211,31391675,+,-0.0858,4.0470977,7.6832223,1.7724124732287743,True
SPACA3,ENSG00000141316,17,32997877,32970376,+,0.0137,0.47731698,5.3311114,1.6053535213291354,True
LIG3,ENSG00000005156,17,35009743,34980512,+,0.0221,3.5413682,7.13599,1.145222157619037,True
AC022706.1,ENSG00000267364,17,35325449,35313479,+,-0.0705,2.547264,6.8683352,1.030992931086409,True
DHRS11,ENSG00000278535,17,36600804,36591879,+,-0.0112,2.1759863,7.294735,1.5155226331984102,True
DUSP14,ENSG00000276023,17,37513501,37489891,+,-0.0835,3.5955615,7.527918,1.563585257584826,True
SOCS7,ENSG00000274211,17,38405593,38351844,+,-0.026,1.7419366,7.0744286,1.5323017666721486,True
RDM1P5,ENSG00000263818,17,39113190,39057019,+,-0.0351,0.31824908,4.8705244,1.2332750001280952,True
PNMT,ENSG00000141744,17,39670475,39667981,+,-0.0388,0.7905597,6.293202,1.5962208169419303,True
ERBB2,ENSG00000141736,17,39730426,39687914,+,-0.0159,1.5201739,6.60533,1.3714573987003833,True
THRA,ENSG00000126351,17,40093867,40058290,+,-0.046,1.507961,6.32272,1.064057151582004,True
AC004585.1,ENSG00000266088,17,40527002,40516892,+,-0.0769,1.8152468,6.703691,1.1363485631873236,True
STAT5A,ENSG00000126561,17,42311943,42287547,+,-0.11,4.5700974,7.7005343,1.611192534060816,True
TUBG2,ENSG00000037042,17,42667006,42659284,+,-0.0459,3.8140929,7.164729,1.0752302689856035,True
RUNDC1,ENSG00000198863,17,42993690,42980565,+,-0.095,3.9093158,7.550769,1.5943114166470502,True
NAGS,ENSG00000161653,17,44009068,44004622,+,-0.0667,2.7909143,8.163759,2.590030315859271,True
KPNB1,ENSG00000108424,17,47685505,47649476,+,-0.0193,4.256935,7.1953216,0.9465708933831144,True
TBX21,ENSG00000073861,17,47746122,47733236,+,-0.0274,2.016838,6.6112566,1.0376272466708663,True
SNX11,ENSG00000002919,17,48123074,48103357,+,-0.0214,4.304077,7.2779,1.0552054442619794,True
ABI3,ENSG00000108798,17,49223225,49210411,+,-0.1559,4.297382,7.6383114,1.529336481521643,True
XYLT2,ENSG00000015532,17,50363138,50346126,+,-0.0652,3.2624493,7.789828,1.9654233352575403,True
ACSF2,ENSG00000167107,17,50474845,50426158,+,-0.0752,2.994897,7.598058,1.9092115025866592,True
RSAD1,ENSG00000136444,17,50485974,50478860,+,-0.0688,4.6448,7.526035,1.2144828069606313,True
SPATA20,ENSG00000006282,17,50555852,50543058,+,-0.053,4.2538815,8.116215,2.1580318143235258,True
EPX,ENSG00000121053,17,58205174,58192726,+,-0.0237,0.29280183,4.565096,0.9865390298107478,True
BCAS3,ENSG00000141376,17,61392838,60677453,+,-0.0916,3.9413202,7.461985,1.4749300107317558,True
RGS9,ENSG00000108370,17,65227703,65100812,+,-0.0041,1.5480759,6.6308727,1.0585775611881143,True
COG1,ENSG00000166685,17,73208507,73192632,+,-0.0348,4.4446106,7.23918,1.0042680219241482,True
CD300A,ENSG00000167851,17,74484794,74466399,+,-0.0458,2.0048497,7.3766026,1.85502817683192,True
TRIM80P,ENSG00000232724,17,75079549,75074306,+,-0.0373,0.7433414,5.9451556,1.2048146999912672,True
SLC16A5,ENSG00000170190,17,75106162,75087727,+,-0.0466,2.203844,8.166557,2.46575602116306,True
ARMC7,ENSG00000125449,17,75130272,75109952,+,-0.0532,3.7194014,7.570956,1.6214559988860706,True
MYO15B,ENSG00000266714,17,75626849,75588058,+,-0.077,2.976215,7.616063,1.9308803180402694,True
SPHK1,ENSG00000176170,17,76387860,76376584,+,0.0727,0.26237676,5.057573,1.3843793548662269,True
TNRC6C,ENSG00000078687,17,78108835,77959240,+,-0.054,2.2793465,7.2501645,1.4669435556252381,True
TMC8,ENSG00000167895,17,78142968,78130770,+,-0.152,4.6967983,7.4046144,1.0576465410433071,True
ENGASE,ENSG00000167280,17,79088599,79074939,+,-0.0501,2.6855488,7.5017138,1.7932613319363109,True
ENPP7,ENSG00000182156,17,79742219,79730943,+,-0.011,0.5891785,6.041477,1.313136082511963,True
GAA,ENSG00000171298,17,80119881,80101556,+,-0.0408,3.669403,7.547848,1.5903842490777476,True
CARD14,ENSG00000141527,17,80209331,80169992,+,-0.0429,0.21007508,4.808077,1.1828276578573187,True
ENDOV,ENSG00000173818,17,80438086,80415165,+,-0.0331,2.9008288,7.202588,1.433264828855319,True
BAIAP2,ENSG00000175866,17,81117432,81035122,+,-0.0505,1.8112413,7.23813,1.7071374326251088,True
AP005136.4,ENSG00000286975,18,2511580,2506628,-,-0.0368,0.25094756,4.64132,1.048115742531634,True
LPIN2,ENSG00000101577,18,3013315,2916994,-,-0.0714,2.2742004,7.2132444,1.4267029222816556,True
L3MBTL4,ENSG00000154655,18,6415237,5954706,-,-0.0654,1.8670969,7.093365,1.5525263726428684,True
NPC1,ENSG00000141458,18,23586506,23506184,-,-0.0283,2.9400606,6.8348722,0.9907203480707568,True
AC010754.1,ENSG00000265752,18,23982556,23957754,-,-0.0488,0.16720662,4.557735,0.980592605484348,True
KCTD1,ENSG00000134504,18,26657401,26454910,-,0.0475,0.5073436,4.7301154,1.1198476398425883,True
ZNF396,ENSG00000186496,18,35377337,35366694,-,-0.054,1.7333395,6.92633,1.3741304060240984,True
EPG5,ENSG00000152223,18,45967329,45847609,-,-0.0577,2.633234,6.982296,1.1681442118858125,True
PSTPIP2,ENSG00000152229,18,46072272,45983536,-,-0.0527,1.2109833,7.1187897,1.929957335086895,True
NETO1,ENSG00000166342,18,72868146,72742314,-,-0.043,0.6301892,5.841171,1.0878753752896413,True
FBXO15,ENSG00000141665,18,74147843,74073353,-,-0.0532,1.323585,6.9275703,1.7219644055631351,True
EMILIN2,ENSG00000132205,18,2916003,2847006,+,-0.0711,2.2464216,6.816903,0.9947149652694297,True
TGIF1,ENSG00000177426,18,3459978,3411608,+,-0.2382,4.8150783,7.618959,1.334511020287463,True
PTPRM,ENSG00000173482,18,8406861,7566782,+,-0.0377,1.0986648,6.82548,1.6109187659425026,True
CEP192,ENSG00000101639,18,13125052,12991362,+,-0.0172,2.785047,6.9671583,1.1499260859982012,True
GREB1L,ENSG00000141449,18,21525417,21242242,+,-0.0473,0.6440616,6.015992,1.284476102560373,True
ZNF271P,ENSG00000257267,18,35328390,35290282,+,-0.0927,3.7896862,7.128136,1.0260262254858714,True
MOCOS,ENSG00000075643,18,36272157,36187497,+,0.0217,0.61708623,6.1031046,1.3824410469415438,True
SLC14A2,ENSG00000132874,18,45683686,45212995,+,-0.0085,0.33132672,5.3270745,1.6020923677146184,True
NEDD4L,ENSG00000049759,18,58401540,58044226,+,-0.0312,1.915475,6.6477094,1.0765593457981952,True
ZNF236,ENSG00000130856,18,76970727,76822607,+,-0.1026,3.5518448,7.072286,1.065309193450525,True
NFATC1,ENSG00000131196,18,79529325,79395856,+,-0.143,3.4921231,7.1915393,1.2149053148816311,True
CTDP1,ENSG00000060069,18,79756623,79679801,+,-0.0452,2.7604315,6.8760915,1.0403275255451716,True
MIER2,ENSG00000105556,19,344815,301444,-,-0.0211,2.3372908,7.0531716,1.252233294225027,True
POLRMT,ENSG00000099821,19,633537,617221,-,-0.0328,3.8226523,7.167362,1.078770810915022,True
REXO1,ENSG00000079313,19,1848483,1815248,-,-0.0297,2.0704484,6.9338994,1.1222338095556355,True
BTBD2,ENSG00000133243,19,2034881,1985438,-,-0.048,2.4981363,7.457355,1.6927686243237545,True
ZNF77,ENSG00000175691,19,2944971,2933218,-,-0.0524,2.3730567,7.4904213,1.7288088521410627,True
MATK,ENSG00000007264,19,3802129,3777970,-,-0.0344,0.19628808,4.733069,1.1222336055274829,True
AC011498.1,ENSG00000267011,19,4471493,4457962,-,-0.0387,0.91095126,6.125854,1.4080246076104508,True
PLIN4,ENSG00000167676,19,4518465,4502180,-,0.0322,0.38406104,4.7400107,1.127841433819491,True
TICAM1,ENSG00000127666,19,4831704,4815932,-,-0.1116,3.7415144,7.089052,0.9734727087809087,True
LONP1,ENSG00000196365,19,5720572,5691834,-,0.0339,4.168959,7.288745,1.0694719622816007,True
AC011491.3,ENSG00000269802,19,6362149,6343761,-,-0.0092,0.26479444,4.6009035,1.0154656857909687,True
DENND1C,ENSG00000205744,19,6482557,6467207,-,-0.1383,4.8982058,7.361979,1.0025752000973107,True
TUBB4A,ENSG00000104833,19,6502848,6494319,-,-0.027,1.0386074,6.755769,1.5350925487049707,True
XAB2,ENSG00000076924,19,7629545,7619525,-,-0.1122,4.4489245,7.627595,1.5152387052400194,True
FCER2,ENSG00000104921,19,7702146,7688758,-,-0.1423,4.126086,7.334681,1.1299022051440295,True
MYO1F,ENSG00000142347,19,8577577,8520778,-,-0.1786,5.155967,7.8809566,1.4540937127224554,True
ADAMTS10,ENSG00000142303,19,8610735,8580240,-,-0.0132,0.5091148,5.8517437,1.0997654650150952,True
ZNF558,ENSG00000167785,19,8832314,8806170,-,-0.0905,3.1369722,7.301647,1.3530292420285253,True
ZNF266,ENSG00000174652,19,9435571,9412461,-,-0.2212,5.0452185,7.7181396,1.4626207325523957,True
ZNF426,ENSG00000130818,19,9538645,9523223,-,-0.0707,3.8725471,7.261443,1.2052749767531548,True
FBXL12,ENSG00000127452,19,9827816,9810267,-,-0.0985,4.2006927,7.380183,1.189761611643716,True
OLFM2,ENSG00000105088,19,9936552,9853718,-,-0.0154,0.43865326,5.5535107,1.7850155047426561,True
CDKN2D,ENSG00000129355,19,10569059,10566460,-,-0.1818,4.405704,7.541914,1.4025229880138979,True
DOCK6,ENSG00000130158,19,11262524,11199295,-,-0.0458,1.4173124,7.083968,1.8920813110095462,True
TNPO2,ENSG00000105576,19,12724011,12699194,-,-0.0813,3.0441988,7.007257,1.1981846653551878,True
KLF1,ENSG00000105610,19,12887199,12884422,-,0.0664,0.35206842,4.6321225,1.0406855048668076,True
C19orf57,ENSG00000132016,19,13906452,13882348,-,0.0525,0.38786843,4.6614394,1.064368737388393,True
DNAJB1,ENSG00000132002,19,14529770,14514769,-,-0.1605,4.947409,7.3439016,0.979225020519356,True
EPHX3,ENSG00000105131,19,15233435,15226919,-,0.0468,0.32622638,5.3088717,1.5873875155907609,True
NR2F6,ENSG00000160113,19,17245940,17231883,-,-0.0207,1.588651,6.6364794,1.0645655479179943,True
INSL3,ENSG00000248099,19,17821574,17816512,-,-0.0368,1.0913088,6.2453427,0.979892358507215,True
IQCN,ENSG00000130518,19,18274509,18257097,-,-0.0723,2.2408206,7.47719,1.7143875637788928,True
LRRC25,ENSG00000175489,19,18397622,18391137,-,-0.07,2.3867457,7.799031,2.0651744370223044,True
ISYNA1,ENSG00000105655,19,18438167,18434388,-,-0.1019,3.256396,7.341287,1.402755243542725,True
