Gene,Accession,Chromosome,End,Start,Strand
AC090515.5,ENSG00000259402,15,58817728,58815272,+
ZNF444P1,ENSG00000259738,15,58865303,58865006,+
RNF111,ENSG00000157450,15,59097419,58865175,+
AC090515.1,ENSG00000242747,15,58870134,58869659,+
AC025918.1,ENSG00000225798,15,58894082,58889967,+
CCNB2,ENSG00000157456,15,59125045,59105126,+
AC092757.2,ENSG00000259732,15,59133250,59121034,+
LDHAL6B,ENSG00000171989,15,59208588,59206843,+
FAM81A,ENSG00000157470,15,59523555,59372693,+
Y_RNA,ENSG00000200252,15,59409015,59408905,+
GCNT3,ENSG00000140297,15,59640239,59594875,+
PIGHP1,ENSG00000259657,15,59677321,59676757,+
AC092755.2,ENSG00000259238,15,59689418,59688517,+
RPS3AP6,ENSG00000234797,15,59769146,59768352,+
NMNAT1P5,ENSG00000259573,15,59966084,59964942,+
FOXB1,ENSG00000171956,15,60061730,60004234,+
AC087385.1,ENSG00000240163,15,60390682,60390371,+
AC087385.2,ENSG00000242667,15,60404960,60404463,+
RORA-AS1,ENSG00000245534,15,60630637,60479152,+
AC107241.1,ENSG00000259274,15,60545159,60529973,+
CYCSP38,ENSG00000259513,15,60558401,60558080,+
AC009560.1,ENSG00000273958,15,60593460,60593027,+
AC009560.3,ENSG00000286457,15,60640915,60634503,+
AC009560.4,ENSG00000287508,15,60659791,60642054,+
RORA-AS2,ENSG00000259482,15,60687248,60681564,+
RNA5SP397,ENSG00000212625,15,60736886,60736769,+
AC022898.1,ENSG00000259591,15,60765625,60763593,+
AC012404.1,ENSG00000259481,15,61195938,61181249,+
AC012404.2,ENSG00000259575,15,61214231,61211913,+
AC107905.1,ENSG00000276473,15,61240331,61239906,+
AC104574.1,ENSG00000259530,15,61605241,61598514,+
AC018618.2,ENSG00000271195,15,61675212,61674767,+
LINC02349,ENSG00000259284,15,61731389,61729765,+
AC009554.1,ENSG00000259564,15,61935738,61834682,+
AC009554.2,ENSG00000285863,15,61894164,61861109,+
AC104590.1,ENSG00000259251,15,62062434,62060503,+
C2CD4A,ENSG00000198535,15,62070917,62066977,+
AC126323.6,ENSG00000261296,15,62278365,62274163,+
AC126323.5,ENSG00000260957,15,62285006,62284190,+
MIR6085,ENSG00000275451,15,62343138,62343029,+
TLN2,ENSG00000171914,15,62844631,62390526,+
MIR190A,ENSG00000211137,15,62824041,62823957,+
AC103740.2,ENSG00000259727,15,62899543,62895812,+
AC079328.1,ENSG00000259394,15,62954124,62953173,+
TPM1,ENSG00000140416,15,63071915,63042632,+
AC087612.1,ENSG00000259672,15,63110589,63091085,+
LACTB,ENSG00000103642,15,63142061,63121833,+
RAB8B,ENSG00000166128,15,63267776,63189560,+
APH1B,ENSG00000138613,15,63309126,63276018,+
LINC02568,ENSG00000259459,15,63438320,63390136,+
USP3,ENSG00000140455,15,63594640,63504511,+
FBXL22,ENSG00000197361,15,63602428,63597353,+
AC073167.1,ENSG00000259589,15,63713758,63675146,+
AC015914.2,ENSG00000275785,15,63890317,63890030,+
AC015914.1,ENSG00000259351,15,63935953,63928274,+
SNX1,ENSG00000028528,15,64146090,64094123,+
SNX22,ENSG00000157734,15,64157481,64151715,+
AC087632.1,ENSG00000252774,15,64342698,64342539,+
TRIP4,ENSG00000103671,15,64455303,64387748,+
ZNF609,ENSG00000180357,15,64686068,64460742,+
AC091231.1,ENSG00000259682,15,64471364,64470253,+
AC090543.2,ENSG00000243403,15,64593326,64592979,+
Y_RNA,ENSG00000207223,15,64652989,64652888,+
RNU6-549P,ENSG00000207162,15,64671369,64671263,+
AC100830.3,ENSG00000265967,15,64695594,64695041,+
AC100830.2,ENSG00000264937,15,64696861,64696622,+
AC100830.1,ENSG00000259635,15,64719602,64701248,+
PLEKHO2,ENSG00000241839,15,64868002,64841883,+
AC069368.1,ENSG00000249240,15,64930920,64841883,+
ANKDD1A,ENSG00000166839,15,64958691,64911902,+
AC013553.2,ENSG00000270218,15,65026676,65026088,+
SLC51B,ENSG00000186198,15,65053397,65045387,+
KBTBD13,ENSG00000234438,15,65079939,65076816,+
AC013553.1,ENSG00000259258,15,65105800,65105534,+
RNU6-686P,ENSG00000201709,15,65229967,65229861,+
RNU5A-1,ENSG00000199568,15,65296166,65296051,+
AC105129.2,ENSG00000259346,15,65302311,65301922,+
RNU5B-1,ENSG00000200156,15,65304792,65304677,+
AC105129.3,ENSG00000270690,15,65459534,65458574,+
Y_RNA,ENSG00000252217,15,65502836,65502741,+
HACD3,ENSG00000074696,15,65578349,65530418,+
SLC24A1,ENSG00000074621,15,65660995,65611366,+
RAB11A,ENSG00000103769,15,65891989,65726054,+
U6,ENSG00000283249,15,65843558,65843484,+
MIR4311,ENSG00000263512,15,66040332,66040233,+
DIS3L,ENSG00000166938,15,66333898,66293217,+
Y_RNA,ENSG00000223271,15,66348375,66348276,+
MAP2K1,ENSG00000169032,15,66492312,66386817,+
ZWILCH,ENSG00000174442,15,66550130,66504959,+
LINC01169,ENSG00000259471,15,66685794,66582190,+
SMAD6,ENSG00000137834,15,66782849,66702236,+
AC013564.1,ENSG00000274995,15,66741151,66740445,+
AC110048.1,ENSG00000270490,15,66810560,66808404,+
AC110048.2,ENSG00000277152,15,66867023,66860303,+
AC093334.1,ENSG00000259437,15,66931755,66919811,+
SMAD3,ENSG00000166949,15,67195169,67063763,+
RPS24P16,ENSG00000242634,15,67232837,67232446,+
IQCH,ENSG00000103599,15,67502260,67254786,+
C15orf61,ENSG00000189227,15,67530146,67521131,+
MAP2K5,ENSG00000137764,15,67807117,67542703,+
HNRNPA1P5,ENSG00000259512,15,67629135,67627852,+
SKOR1,ENSG00000188779,15,67834582,67819704,+
AC009292.2,ENSG00000259410,15,67873866,67832725,+
AC135628.1,ENSG00000260109,15,67986288,67985059,+
PIAS1,ENSG00000033800,15,68198603,68054179,+
HMGN2P40,ENSG00000260602,15,68254939,68254549,+
FEM1B,ENSG00000169018,15,68295862,68277745,+
CORO2B,ENSG00000103647,15,68727806,68578969,+
CARSP1,ENSG00000271232,15,68750691,68749501,+
SPESP1,ENSG00000258484,15,68946811,68818221,+
AC087639.1,ENSG00000259286,15,68834749,68833830,+
AC027088.1,ENSG00000137808,15,69028889,68930504,+
NOX5,ENSG00000255346,15,69062762,68930525,+
AC027088.5,ENSG00000288068,15,68998679,68985795,+
AC027088.4,ENSG00000273851,15,69024176,69022230,+
EWSAT1,ENSG00000212766,15,69095820,69072926,+
AC027088.2,ENSG00000259222,15,69099987,69080879,+
GLCE,ENSG00000138604,15,69272217,69160584,+
AC026992.1,ENSG00000259504,15,69295322,69278675,+
PAQR5,ENSG00000137819,15,69407780,69298912,+
AC027237.4,ENSG00000259645,15,69392149,69391192,+
Y_RNA,ENSG00000207395,15,69406552,69406441,+
KIF23,ENSG00000137807,15,69448427,69414246,+
RPLP1,ENSG00000137818,15,69456205,69452814,+
DRAIC,ENSG00000245750,15,69843120,69462921,+
RNU6-745P,ENSG00000200216,15,70193341,70193236,+
AC048383.1,ENSG00000259503,15,70326742,70321576,+
AC009434.1,ENSG00000287741,15,70562722,70556521,+
AC087699.1,ENSG00000259227,15,70602516,70602124,+
SALRNA3,ENSG00000281264,15,70616567,70615547,+
SALRNA2,ENSG00000280515,15,70637314,70635249,+
AC009269.2,ENSG00000259532,15,70754177,70748932,+
AC009269.1,ENSG00000259452,15,70791486,70791013,+
LRRC49,ENSG00000137821,15,71053657,70853239,+
KRT8P9,ENSG00000259470,15,70860162,70858714,+
THSD4,ENSG00000187720,15,71783383,71096952,+
AC064799.2,ENSG00000260586,15,71352460,71332120,+
NR2E3,ENSG00000278570,15,71818259,71792638,+
AC104938.1,ENSG00000260037,15,71823384,71818396,+
RNA5SP399,ENSG00000200873,15,71858686,71858570,+
AC022872.1,ENSG00000261632,15,72040265,71972206,+
RNU2-65P,ENSG00000222094,15,72045367,72045183,+
SENP8,ENSG00000166192,15,72143692,72114258,+
AC020779.1,ENSG00000243568,15,72135436,72134641,+
AC009690.2,ENSG00000261460,15,72351794,72278867,+
HEXA-AS1,ENSG00000260339,15,72378788,72376113,+
TMEM202,ENSG00000187806,15,72408367,72398302,+
PHBP20,ENSG00000271072,15,72451474,72450657,+
ARIH1,ENSG00000166233,15,72602987,72474330,+
MIR630,ENSG00000283798,15,72587313,72587217,+
AC100827.3,ENSG00000260534,15,72591845,72589691,+
AC100827.2,ENSG00000260144,15,72612326,72605183,+
AC100827.4,ENSG00000260672,15,72618250,72615810,+
AC100827.1,ENSG00000259909,15,72640125,72638821,+
GOLGA6B,ENSG00000215186,15,72666394,72654738,+
RN7SL853P,ENSG00000274350,15,72664799,72664577,+
BBS4,ENSG00000140463,15,72738475,72686179,+
ADPGK-AS1,ENSG00000260898,15,72798199,72782835,+
AC103874.1,ENSG00000285729,15,72887128,72858354,+
NEO1,ENSG00000067141,15,73305205,73051710,+
AC068397.2,ENSG00000259650,15,73342387,73335260,+
REC114,ENSG00000183324,15,73560013,73443164,+
CD276,ENSG00000103855,15,73714514,73683966,+
INSYN1-AS1,ENSG00000260469,15,73770613,73752317,+
TBC1D21,ENSG00000167139,15,73889214,73873564,+
LOXL1,ENSG00000129038,15,73952137,73925989,+
PML,ENSG00000140464,15,74047827,73994673,+
DNM1P33,ENSG00000260096,15,74063785,74062780,+
ISLR2,ENSG00000167178,15,74138540,74100311,+
ISLR,ENSG00000129009,15,74176872,74173710,+
CCDC33,ENSG00000140481,15,74336472,74202705,+
AC023300.3,ENSG00000280309,15,74304527,74299503,+
AC023300.1,ENSG00000261384,15,74304343,74303005,+
PPIAP46,ENSG00000260266,15,74364620,74350768,+
AC090826.1,ENSG00000261821,15,74371211,74365435,+
AC090826.2,ENSG00000274937,15,74375511,74374678,+
LINC02255,ENSG00000277718,15,74390535,74379083,+
AC090826.3,ENSG00000286696,15,74431449,74429445,+
UBL7-AS1,ENSG00000247240,15,74513636,74461265,+
AC012435.3,ENSG00000261775,15,74516959,74489602,+
ARID3B,ENSG00000179361,15,74598131,74541177,+
CLK3,ENSG00000179335,15,74645414,74598500,+
CYP1A2,ENSG00000140505,15,74756607,74748845,+
CSK,ENSG00000103653,15,74803198,74782057,+
LMAN1L,ENSG00000140506,15,74825757,74812716,+
AC091230.1,ENSG00000261606,15,74831795,74816223,+
CPLX3,ENSG00000213578,15,74831802,74826627,+
MPI,ENSG00000178802,15,74902219,74890005,+
SCAMP5,ENSG00000198794,15,75021495,74957219,+
AC015720.1,ENSG00000260483,15,75023256,75022980,+
PPCDC,ENSG00000138621,15,75117462,75023586,+
AC113208.2,ENSG00000260152,15,75114868,75114261,+
C15orf39,ENSG00000167173,15,75212169,75195643,+
AC113208.5,ENSG00000287926,15,75227185,75225784,+
GOLGA6C,ENSG00000167195,15,75270199,75258599,+
RN7SL489P,ENSG00000277295,15,75268652,75268430,+
GOLGA6D,ENSG00000140478,15,75295807,75282835,+
RN7SL327P,ENSG00000275992,15,75292928,75292706,+
COMMD4,ENSG00000140365,15,75343224,75336020,+
NEIL1,ENSG00000140398,15,75357115,75346955,+
AC068338.2,ENSG00000260274,15,75369584,75368155,+
RPL13P4,ENSG00000241890,15,75388828,75388267,+
AC105137.1,ENSG00000261714,15,75416020,75415249,+
AC105036.2,ENSG00000260165,15,75480836,75480661,+
AC105020.3,ENSG00000260235,15,75625690,75624793,+
AC105020.2,ENSG00000260206,15,75639239,75636139,+
AC105020.6,ENSG00000275454,15,75640976,75639760,+
AC105020.5,ENSG00000274515,15,75645442,75645020,+
SNX33,ENSG00000173548,15,75662301,75647906,+
AC105020.4,ENSG00000260892,15,75677162,75676227,+
AC105020.1,ENSG00000203392,15,75680752,75678548,+
ODF3L1,ENSG00000182950,15,75727688,75724041,+
AC019294.2,ENSG00000260288,15,75763322,75737820,+
PPIAP47,ENSG00000260815,15,75747263,75746769,+
AC019294.1,ENSG00000187812,15,75786898,75775553,+
RN7SL319P,ENSG00000241807,15,75785354,75785134,+
UBE2Q2,ENSG00000140367,15,75901078,75843307,+
RN7SL510P,ENSG00000266308,15,75895302,75895040,+
FBXO22,ENSG00000167196,15,75942511,75903876,+
TMEM266,ENSG00000169758,15,76229121,76059958,+
AC027243.3,ENSG00000287503,15,76275387,76263197,+
ISL2,ENSG00000159556,15,76342475,76336773,+
AC027243.2,ENSG00000270036,15,76344365,76343642,+
AC090751.1,ENSG00000261232,15,76472365,76472099,+
MIR3713,ENSG00000266449,15,76586691,76586647,+
RN7SKP217,ENSG00000201510,15,76736980,76736641,+
RCN2,ENSG00000117906,15,76954393,76931738,+
PSTPIP1,ENSG00000140368,15,77037475,76993359,+
AC090181.1,ENSG00000259652,15,77045160,77043680,+
AC087465.1,ENSG00000259722,15,77205100,77204578,+
AC060773.1,ENSG00000230459,15,77278774,77278465,+
HMG20A,ENSG00000140382,15,77485607,77420412,+
AC046168.1,ENSG00000259362,15,77534110,77525540,+
AC046168.2,ENSG00000259420,15,77608888,77568970,+
LINGO1-AS1,ENSG00000259666,15,77652292,77641764,+
LINGO1-AS2,ENSG00000259281,15,77668074,77660052,+
AC105133.1,ENSG00000259213,15,77788674,77787193,+
CSPG4P13,ENSG00000260139,15,77904674,77894684,+
AC104758.4,ENSG00000261244,15,77922019,77916522,+
ADAMTS7P3,ENSG00000261143,15,77993057,77976042,+
AC104758.2,ENSG00000259792,15,77995289,77993405,+
SH2D7,ENSG00000183476,15,78104909,78077808,+
IDH3A,ENSG00000166411,15,78171945,78131498,+
AC090260.1,ENSG00000260988,15,78143173,78141243,+
DNAJA4,ENSG00000140403,15,78282196,78264086,+
AC090607.1,ENSG00000259322,15,78296049,78293286,+
AC090607.5,ENSG00000277482,15,78299924,78299701,+
CRABP1,ENSG00000166426,15,78348225,78340353,+
AC011270.1,ENSG00000259413,15,78383155,78382573,+
IREB2,ENSG00000136381,15,78501453,78437431,+
HYKK,ENSG00000188266,15,78537372,78507564,+
AC027228.3,ENSG00000279373,15,78538946,78537681,+
PSMA4,ENSG00000041357,15,78552417,78540405,+
CHRNA5,ENSG00000169684,15,78595269,78565520,+
AC067863.1,ENSG00000259555,15,78628193,78625895,+
AC022748.2,ENSG00000261303,15,78736684,78660644,+
AC022748.1,ENSG00000238166,15,78753373,78752107,+
MORF4L1,ENSG00000185787,15,78898139,78810487,+
AC011944.2,ENSG00000279235,15,78906809,78906127,+
AC011944.1,ENSG00000177699,15,78985926,78978889,+
MIR184,ENSG00000207695,15,79209871,79209788,+
HNRNPCP3,ENSG00000259419,15,79237206,79236332,+
ANKRD34C,ENSG00000235711,15,79298235,79293285,+
TMED3,ENSG00000166557,15,79427432,79311112,+
MINAR1,ENSG00000169330,15,79472290,79432516,+
AC026826.3,ENSG00000260674,15,79743468,79743311,+
ST20-AS1,ENSG00000259642,15,79926993,79922771,+
AC015871.2,ENSG00000259770,15,79945578,79944498,+
AC015871.3,ENSG00000271364,15,79985724,79984151,+
AC015871.6,ENSG00000279719,15,79990606,79989905,+
AC092701.1,ENSG00000279705,15,80015707,80014157,+
ZFAND6,ENSG00000086666,15,80138393,80059568,+
FAH,ENSG00000103876,15,80186946,80152490,+
AC087761.1,ENSG00000259967,15,80166980,80165923,+
ARNT2,ENSG00000172379,15,80597933,80404350,+
MIR5572,ENSG00000284059,15,80581239,80581103,+
RNU6-380P,ENSG00000222139,15,80663878,80663772,+
ABHD17C,ENSG00000136379,15,80755621,80679684,+
CEMIP,ENSG00000103888,15,80951776,80779343,+
TLNRD1,ENSG00000140406,15,81005788,81000923,+
CFAP161,ENSG00000156206,15,81149179,81007033,+
AC068870.3,ENSG00000279834,15,81063488,81060953,+
IL16,ENSG00000172349,15,81314058,81159575,+
AC103858.3,ENSG00000286488,15,81321258,81315806,+
TMC3-AS1,ENSG00000259343,15,81518200,81324338,+
AC103858.2,ENSG00000273920,15,81336119,81335577,+
KF456110.1,ENSG00000284709,15,81385774,81385390,+
AC109809.1,ENSG00000275995,15,81403570,81403026,+
AC060809.1,ENSG00000259543,15,81755217,81427448,+
AC023034.1,ENSG00000259594,15,81696780,81554003,+
LINC01583,ENSG00000259518,15,82097694,82088569,+
AC026956.2,ENSG00000287872,15,82119570,82113384,+
AC026624.1,ENSG00000285974,15,82182700,82180743,+
SAXO2,ENSG00000188659,15,82284930,82262810,+
ADAMTS7P1,ENSG00000274376,15,82334609,82298553,+
UBE2Q2P2,ENSG00000259429,15,82420075,82355142,+
AC243919.2,ENSG00000278202,15,82434235,82418651,+
GOLGA6L9,ENSG00000197978,15,82439153,82430018,+
UBE2Q2P6,ENSG00000275695,15,82454837,82445719,+
CSPG4P10,ENSG00000276710,15,82477258,82459472,+
AC245033.3,ENSG00000278603,15,82472426,82472203,+
GOLGA6L17P,ENSG00000277741,15,82526412,82519590,+
AC245033.2,ENSG00000278013,15,82562374,82540870,+
CPEB1-AS1,ENSG00000259462,15,82692820,82647770,+
AC105339.5,ENSG00000279758,15,82739122,82738386,+
AC105339.3,ENSG00000259442,15,82750289,82744223,+
SNHG21,ENSG00000250988,15,82757206,82750564,+
AC105339.2,ENSG00000252690,15,82757208,82752884,+
SCARNA15,ENSG00000277864,15,82756071,82755945,+
WHAMM,ENSG00000156232,15,82836108,82809628,+
AC022558.2,ENSG00000259805,15,83103443,82925884,+
RAMAC,ENSG00000169612,15,82991057,82986210,+
AC024270.4,ENSG00000260608,15,83061845,83012661,+
AC022558.3,ENSG00000273747,15,83020802,83020115,+
AC024270.2,ENSG00000260351,15,83090782,83022571,+
AC024270.1,ENSG00000259308,15,83044771,83044368,+
MIR4515,ENSG00000263643,15,83067415,83067335,+
TM6SF1,ENSG00000136404,15,83144854,83107572,+
AC103876.1,ENSG00000259986,15,83439445,83179182,+
SH3GL3,ENSG00000140600,15,83618743,83447228,+
ADAMTSL3,ENSG00000156218,15,84039842,83654088,+
RNU6-401P,ENSG00000212374,15,83717522,83717427,+
TUBAP4,ENSG00000261665,15,83740199,83739784,+
AC027807.2,ENSG00000274128,15,83962583,83962176,+
EFL1P1,ENSG00000259404,15,84126604,84080168,+
UBE2Q2L,ENSG00000259511,15,84182234,84172490,+
CSPG4P11,ENSG00000259726,15,84197384,84186752,+
GOLGA6L4,ENSG00000184206,15,84245368,84235773,+
UBE2Q2P8,ENSG00000259633,15,84256014,84255913,+
AC243562.2,ENSG00000259683,15,84395903,84389729,+
RN7SL417P,ENSG00000244056,15,84394336,84394072,+
AC243562.1,ENSG00000259570,15,84395514,84394512,+
AC243562.3,ENSG00000259774,15,84425882,84422618,+
Metazoa_SRP,ENSG00000278785,15,84468147,84467901,+
AC048382.4,ENSG00000259551,15,84502381,84500378,+
AC048382.3,ENSG00000259302,15,84505495,84505463,+
LINC00933,ENSG00000259728,15,84580175,84570649,+
ZSCAN2,ENSG00000176371,15,84627796,84600986,+
SCAND2P,ENSG00000176700,15,84647478,84631451,+
EGLN1P1,ENSG00000254779,15,84634635,84633874,+
AC115102.1,ENSG00000259654,15,84686946,84685884,+
ZNF592,ENSG00000166716,15,84806445,84748592,+
AC012291.2,ENSG00000259415,15,84754502,84753122,+
ALPK3,ENSG00000136383,15,84873482,84816680,+
SLC28A1,ENSG00000156222,15,84945798,84884654,+
PDE8A,ENSG00000073417,15,85139145,84980440,+
CSPG4P12,ENSG00000259295,15,85213905,85191438,+
GOLGA6L3,ENSG00000188388,15,85247170,85240472,+
AC044860.3,ENSG00000259317,15,85272974,85272527,+
AKAP13,ENSG00000170776,15,85749358,85380571,+
MIR7706,ENSG00000284160,15,85380662,85380596,+
AC104046.1,ENSG00000259630,15,85415633,85415228,+
AC087286.4,ENSG00000259453,15,85702771,85701109,+
AC021739.1,ENSG00000259195,15,85771163,85770990,+
RNU6-231P,ENSG00000252931,15,85821957,85821855,+
MIR548AP,ENSG00000264406,15,85825730,85825635,+
AGBL1,ENSG00000273540,15,87029052,86079973,+
AC016987.2,ENSG00000259636,15,86946331,86932880,+
AC078905.1,ENSG00000259761,15,87047303,87038717,+
LINC00052,ENSG00000259527,15,87579866,87576929,+
AC103871.1,ENSG00000287391,15,87668488,87638688,+
NTRK3-AS1,ENSG00000260305,15,88271066,88252730,+
MRPS11,ENSG00000181991,15,88480776,88467453,+
AC013489.2,ENSG00000259569,15,88568562,88568287,+
MIR1179,ENSG00000221630,15,88608197,88608107,+
MIR7-2,ENSG00000207703,15,88611934,88611825,+
AEN,ENSG00000181026,15,88632281,88621337,+
ISG20,ENSG00000172183,15,88656483,88636153,+
ACAN,ENSG00000157766,15,88875354,88803440,+
AC067805.1,ENSG00000259350,15,88953460,88952683,+
KRT18P47,ENSG00000259489,15,88961046,88960070,+
AC013565.1,ENSG00000260123,15,89082819,89041223,+
ABHD2,ENSG00000140526,15,89202355,89087459,+
RNU7-195P,ENSG00000239151,15,89120840,89120779,+
FANCI,ENSG00000140525,15,89317261,89243949,+
AC124068.2,ENSG00000261441,15,89336161,89335053,+
AC133637.1,ENSG00000279708,15,89360377,89358841,+
MIR9-3HG,ENSG00000255571,15,89398487,89361579,+
MIR9-3,ENSG00000284329,15,89368106,89368017,+
AC013391.3,ENSG00000261478,15,89510416,89508961,+
AC013391.2,ENSG00000259713,15,89591956,89518523,+
TICRR,ENSG00000140534,15,89631056,89575469,+
WDR93,ENSG00000140527,15,89743638,89690811,+
AC079075.1,ENSG00000259561,15,89705415,89704665,+
RNU6-132P,ENSG00000206590,15,89714338,89714232,+
MRPL15P1,ENSG00000259441,15,89753493,89752296,+
MESP2,ENSG00000188095,15,89778754,89760591,+
AC027176.2,ENSG00000259677,15,89877285,89876540,+
RNU7-111P,ENSG00000252645,15,89897637,89897576,+
AC027176.1,ENSG00000259273,15,89937005,89936492,+
AC027176.3,ENSG00000280377,15,89951345,89950760,+
ZNF710,ENSG00000140548,15,90082206,90001324,+
MIR3174,ENSG00000265871,15,90006841,90006755,+
AC087284.1,ENSG00000273691,15,90026003,90024955,+
U7,ENSG00000276376,15,90076486,90076424,+
IDH2-DT,ENSG00000259685,15,90138016,90102649,+
SEMA4B,ENSG00000185033,15,90229679,90160604,+
RN7SL346P,ENSG00000240470,15,90166526,90166233,+
RPS12P26,ENSG00000225193,15,90206967,90206572,+
GDPGP1,ENSG00000183208,15,90245811,90233808,+
AC091167.7,ENSG00000284626,15,90265462,90234200,+
TTLL13P,ENSG00000213471,15,90265482,90249530,+
AC091167.2,ENSG00000261147,15,90272208,90249556,+
NGRN,ENSG00000182768,15,90278141,90265659,+
AC091167.6,ENSG00000275674,15,90314499,90266317,+
AC091167.1,ENSG00000228998,15,90275716,90275129,+
AC091167.5,ENSG00000275345,15,90282270,90281858,+
GOLGA2P8,ENSG00000214433,15,90295683,90291962,+
RN7SL736P,ENSG00000275803,15,90294207,90293939,+
AC018946.2,ENSG00000279980,15,90349437,90347587,+
ZNF774,ENSG00000196391,15,90369146,90352284,+
NDUFA3P4,ENSG00000259262,15,90386063,90385814,+
IQGAP1,ENSG00000140575,15,90502239,90388242,+
CRTC3,ENSG00000140577,15,90645345,90529923,+
HSPE1P3,ENSG00000259746,15,90635033,90634725,+
AC021422.1,ENSG00000278370,15,90651103,90650631,+
LINC01585,ENSG00000245479,15,90664967,90660207,+
BLM,ENSG00000197299,15,90816166,90717346,+
AC124248.1,ENSG00000259704,15,90853608,90839641,+
FURIN,ENSG00000140564,15,90883458,90868588,+
FES,ENSG00000182511,15,90895776,90883695,+
MAN2A2,ENSG00000196547,15,90922584,90902218,+
UNC45A,ENSG00000140553,15,90954093,90930180,+
RCCD1,ENSG00000166965,15,90963125,90954870,+
PRC1-AS1,ENSG00000258725,15,90988625,90966340,+
VPS33B-DT,ENSG00000214432,15,91036611,91022619,+
AC068831.6,ENSG00000278514,15,91023200,91022766,+
AC068831.2,ENSG00000258542,15,91029996,91029888,+
SV2B,ENSG00000185518,15,91301309,91099950,+
AC123784.1,ENSG00000285883,15,91306321,91303756,+
AC104035.1,ENSG00000258551,15,91605873,91408708,+
AC107958.3,ENSG00000258954,15,91535095,91532891,+
AC107958.1,ENSG00000258540,15,91677060,91676771,+
SLCO3A1,ENSG00000176463,15,92172435,91853708,+
DUXAP6,ENSG00000258726,15,92282084,92281484,+
NPM1P5,ENSG00000258925,15,92286678,92285841,+
