Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr
AP001347.1,ENSG00000224905,21,14144468,14027419,+,-0.0049
DOP1B,ENSG00000142197,21,36294274,36156782,+,-0.1328
BACE2,ENSG00000182240,21,41282530,41167801,+,-0.1301
MX2,ENSG00000183486,21,41409393,41361999,+,-0.1474
MX1,ENSG00000157601,21,41459214,41420304,+,-0.1695
ZNF295-AS1,ENSG00000237232,21,42055130,42009194,+,0.0071
ABCG1,ENSG00000160179,21,42297244,42199689,+,-0.0817
TRPM2,ENSG00000142185,21,44443081,44350163,+,-0.0718
LINC00205,ENSG00000223768,21,45297806,45288050,+,-0.0425
DGCR2,ENSG00000070413,22,19122454,19036282,-,-0.0125
ESS2,ENSG00000100056,22,19144684,19130279,-,-0.043
CLTCL1,ENSG00000070371,22,19291719,19179473,-,0.0315
HIRA,ENSG00000100084,22,19447450,19330698,-,-0.0358
TRMT2A,ENSG00000099899,22,20117392,20111875,-,-0.0349
ABHD17AP4,ENSG00000229107,22,20670984,20667836,-,-0.0631
PI4KA,ENSG00000241973,22,20859417,20707691,-,-0.0946
YPEL1,ENSG00000100027,22,21735794,21697536,-,-0.034
PPM1F,ENSG00000100034,22,21952848,21919425,-,-0.0537
PRAMENP,ENSG00000197549,22,22043934,21991099,-,-0.0677
RSPH14,ENSG00000100218,22,23145021,23059415,-,0.0237
MIF-AS1,ENSG00000218537,22,23898930,23894426,-,-0.0011
AC253536.4,ENSG00000235689,22,24008258,24006305,-,-0.0341
LRP5L,ENSG00000100068,22,25405377,25351418,-,-0.0407
NIPSNAP1,ENSG00000184117,22,29581327,29554808,-,-0.1106
PIK3IP1,ENSG00000100100,22,31292534,31281594,-,-0.3059
APOL3,ENSG00000128284,22,36166177,36140330,-,-0.0642
PLA2G6,ENSG00000184381,22,38214778,38111495,-,-0.061
JOSD1,ENSG00000100221,22,38701556,38685543,-,-0.0892
SUN2,ENSG00000100242,22,38794143,38734725,-,-0.0734
LINC01315,ENSG00000229891,22,42369284,42364390,-,-0.0448
NFAM1,ENSG00000235568,22,42432395,42380410,-,-0.0455
EFCAB6,ENSG00000186976,22,43812337,43528744,-,0.027
CELSR1,ENSG00000075275,22,46537170,46360834,-,-0.0952
ALG12,ENSG00000182858,22,49918438,49900229,-,-0.057
AL022328.4,ENSG00000273253,22,50200837,50199090,-,-0.0343
TUBGCP6,ENSG00000128159,22,50245023,50217689,-,-0.1124
SBF1,ENSG00000100241,22,50475035,50445000,-,-0.0362
IL17RA,ENSG00000177663,22,17115694,17084954,+,-0.0586
BCL2L13,ENSG00000099968,22,17730855,17628855,+,0.0039
USP18,ENSG00000184979,22,18177397,18150170,+,-0.0901
AC000085.1,ENSG00000287146,22,19328901,19291969,+,-0.039
DGCR8,ENSG00000128191,22,20111877,20080232,+,-0.0204
MED15,ENSG00000099917,22,20587632,20495913,+,-0.0746
CCDC116,ENSG00000161180,22,21637329,21632716,+,0.0306
PPIL2,ENSG00000100023,22,21700015,21666009,+,-0.0715
IGLV10-54,ENSG00000211642,22,22215270,22038643,+,0.0353
AC245060.2,ENSG00000234630,22,22294794,22293733,+,-0.0405
IGLV9-49,ENSG00000223350,22,22343732,22343187,+,-0.0023
IGLV5-48,ENSG00000211647,22,22353433,22352940,+,0.0357
IGLV1-47,ENSG00000211648,22,22358260,22357739,+,-0.0301
IGLV7-46,ENSG00000211649,22,22370087,22369614,+,-0.0397
IGLV5-45,ENSG00000211650,22,22376505,22375986,+,-0.0005
IGLV1-44,ENSG00000211651,22,22381347,22380766,+,0.0179
IGLV7-43,ENSG00000211652,22,22395489,22395018,+,-0.0591
IGLV1-41,ENSG00000253818,22,22404721,22404207,+,0.0165
IGLV1-40,ENSG00000211653,22,22410282,22409766,+,-0.0687
IGLV1-36,ENSG00000211655,22,22432465,22431958,+,-0.0465
IGLV2-28,ENSG00000253451,22,22664907,22664473,+,-0.0233
IGLV3-27,ENSG00000211658,22,22668806,22668288,+,-0.0364
IGLV3-25,ENSG00000211659,22,22687271,22686726,+,0.0103
IGLV2-23,ENSG00000211660,22,22698407,22697789,+,0.0158
IGLV3-21,ENSG00000211662,22,22713203,22711689,+,0.0221
IGLV3-19,ENSG00000211663,22,22721145,22720623,+,0.0695
IGLV2-18,ENSG00000211664,22,22735089,22734607,+,0.0756
IGLV3-16,ENSG00000211665,22,22747921,22747383,+,-0.0362
IGLV2-14,ENSG00000211666,22,22759218,22758700,+,0.0063
IGLV3-12,ENSG00000211667,22,22772582,22771824,+,0.0716
IGLV2-11,ENSG00000211668,22,22793007,22792491,+,0.0341
IGLV3-10,ENSG00000211669,22,22812281,22811747,+,0.0185
IGLV2-8,ENSG00000278196,22,22823289,22822658,+,-0.0262
IGLV4-3,ENSG00000211672,22,22872035,22871507,+,0.0383
IGLV3-1,ENSG00000211673,22,22881396,22880706,+,0.0684
IGLL5,ENSG00000254709,22,22896111,22887780,+,0.05
MMP11,ENSG00000099953,22,23784316,23768226,+,-0.0887
AL022324.1,ENSG00000230637,22,25339975,25327252,+,-0.0248
MIATNB,ENSG00000244625,22,26780893,26672747,+,-0.0358
HORMAD2,ENSG00000176635,22,30177075,30080174,+,0.0245
TCN2,ENSG00000185339,22,30627271,30607003,+,-0.0142
MORC2-AS1,ENSG00000235989,22,30932449,30922308,+,-0.0153
LIMK2,ENSG00000182541,22,31280080,31212239,+,-0.0336
SFI1,ENSG00000198089,22,31618588,31488688,+,-0.1226
HMOX1,ENSG00000100292,22,35394207,35380361,+,-0.1106
PICK1,ENSG00000100151,22,38075701,38056311,+,-0.0613
AL031846.1,ENSG00000225720,22,39092855,39091586,+,0.0356
GRAP2,ENSG00000100351,22,39973721,39901084,+,-0.0682
ZC3H7B,ENSG00000100403,22,41360147,41301525,+,-0.0541
C22orf46,ENSG00000184208,22,41698136,41688877,+,-0.0202
FAM118A,ENSG00000100376,22,45341955,45308968,+,-0.1714
RIBC2,ENSG00000128408,22,45432509,45413693,+,0.1003
BX537318.1,ENSG00000273145,22,46015498,46013606,+,-0.0826
PPARA,ENSG00000186951,22,46243756,46150521,+,-0.0848
SELENOO,ENSG00000073169,22,50217616,50200979,+,-0.0768
NCAPH2,ENSG00000025770,22,50524780,50508224,+,-0.0523
DAZL,ENSG00000092345,3,16670306,16586792,-,-0.0458
SATB1,ENSG00000182568,3,18445588,18345377,-,-0.082
LINC02033,ENSG00000279727,3,36822498,36819276,-,-0.0451
TRANK1,ENSG00000168016,3,36945098,36826820,-,-0.1541
PLCD1,ENSG00000187091,3,38029762,38007496,-,-0.0231
GORASP1,ENSG00000114745,3,39108363,39096659,-,-0.0686
ZNF445,ENSG00000185219,3,44477670,44431705,-,-0.0292
LTF,ENSG00000012223,3,46485234,46435645,-,0.0168
SCAP,ENSG00000114650,3,47477126,47413681,-,0.0172
CCDC51,ENSG00000164051,3,48440456,48432164,-,0.032
AC134772.1,ENSG00000244380,3,48446656,48440352,-,-0.0398
PFKFB4,ENSG00000114268,3,48562015,48517684,-,0.0413
CELSR3,ENSG00000008300,3,48662886,48636463,-,-0.0114
NCKIPSD,ENSG00000213672,3,48686364,48673844,-,-0.0397
DALRD3,ENSG00000178149,3,49022293,49015488,-,-0.0362
AC135506.1,ENSG00000270441,3,49160851,49140086,-,-0.0233
IP6K1,ENSG00000176095,3,49786542,49724294,-,-0.0184
UBA7,ENSG00000182179,3,49813953,49805209,-,-0.2369
HYAL1,ENSG00000114378,3,50312381,50299890,-,-0.0154
HYAL2,ENSG00000068001,3,50322782,50317790,-,-0.0487
PCBP4,ENSG00000090097,3,51974016,51957454,-,-0.0848
BAP1,ENSG00000163930,3,52410008,52401008,-,-0.0905
SFMBT1,ENSG00000163935,3,53046750,52903572,-,-0.0961
DCP1A,ENSG00000272886,3,53347586,53283429,-,-0.1303
HESX1,ENSG00000163666,3,57227606,57197838,-,0.0178
MYH15,ENSG00000144821,3,108529322,108380368,-,-0.0467
CD200R1,ENSG00000163606,3,112975103,112921205,-,-0.1106
CFAP44,ENSG00000206530,3,113441610,113286930,-,-0.0458
ILDR1,ENSG00000145103,3,122022247,121987323,-,-0.0483
HSPBAP1,ENSG00000169087,3,122793831,122739999,-,-0.0665
TPRA1,ENSG00000163870,3,127598267,127571232,-,-0.0383
AC112484.1,ENSG00000231305,3,128871540,128860620,-,0.0067
TOPBP1,ENSG00000163781,3,133662380,133598175,-,-0.0041
WWTR1,ENSG00000018408,3,149736714,149517235,-,-0.0245
AC008040.1,ENSG00000239219,3,169966734,169939353,-,-0.0311
KCNMB3,ENSG00000171121,3,179267002,179236691,-,-0.0635
AC069431.1,ENSG00000240063,3,182793394,182783236,-,-0.0414
ABCC5,ENSG00000114770,3,184017939,183919934,-,-0.0811
DGKG,ENSG00000058866,3,186362234,186105668,-,-0.0735
TNK2,ENSG00000061938,3,195911945,195863364,-,-0.0574
ZDHHC19,ENSG00000163958,3,196211437,196197452,-,-0.053
ANKRD18DP,ENSG00000226435,3,198080720,198053522,-,-0.0569
BHLHE40,ENSG00000134107,3,4985323,4979437,+,-0.1343
SETD5,ENSG00000168137,3,9479240,9397615,+,-0.0744
BRPF1,ENSG00000156983,3,9748015,9731729,+,-0.0305
FANCD2,ENSG00000144554,3,10101930,10026414,+,-0.097
IRAK2,ENSG00000134070,3,10243745,10164919,+,-0.1361
PPARG,ENSG00000132170,3,12434356,12287368,+,-0.0043
HDAC11,ENSG00000163517,3,13506424,13479724,+,-0.0455
FBLN2,ENSG00000163520,3,13638422,13549125,+,-0.0562
SLC6A6,ENSG00000131389,3,14489349,14402576,+,-0.0645
PLCL2,ENSG00000154822,3,17090604,16802651,+,-0.0694
AC104451.2,ENSG00000286352,3,17745665,17742952,+,0.019
TGFBR2,ENSG00000163513,3,30694142,30606502,+,-0.1427
LINC01811,ENSG00000226320,3,34677247,33956972,+,-0.0436
C3orf35,ENSG00000198590,3,37440186,37381062,+,-0.0375
VILL,ENSG00000136059,3,38007188,37988059,+,-0.1037
MYD88,ENSG00000172936,3,38143022,38138478,+,-0.0947
MYRIP,ENSG00000170011,3,40260321,39808914,+,-0.0129
ZNF620,ENSG00000177842,3,40518736,40477131,+,-0.0412
TRAK1,ENSG00000182606,3,42225890,42013802,+,-0.0774
ZNF502,ENSG00000196653,3,44723831,44712643,+,-0.028
CCR3,ENSG00000183625,3,46266706,46163604,+,-0.0125
PTPN23,ENSG00000076201,3,47413435,47381011,+,-0.0285
ATRIP,ENSG00000164053,3,48467645,48446710,+,-0.0341
WDR6,ENSG00000178252,3,49015953,49007062,+,-0.1187
TCTA,ENSG00000145022,3,49416475,49412206,+,-0.0384
RNF123,ENSG00000164068,3,49721529,49689538,+,-0.007
MAPKAPK3,ENSG00000114738,3,50649291,50611520,+,-0.0079
RAD54L2,ENSG00000164080,3,51668667,51541144,+,-0.0614
PARP3,ENSG00000041880,3,51948867,51942345,+,-0.0302
PPM1M,ENSG00000164088,3,52250599,52245759,+,-0.051
PHF7,ENSG00000010318,3,52423641,52410660,+,-0.011
NISCH,ENSG00000010322,3,52493068,52455118,+,-0.0452
IL17RB,ENSG00000056736,3,53865794,53846568,+,-0.0228
FLNB,ENSG00000136068,3,58172251,58008400,+,-0.0585
PTPRG,ENSG00000144724,3,62297609,61561569,+,-0.0337
LINC01215,ENSG00000271856,3,108138610,108125821,+,-0.0549
CD96,ENSG00000153283,3,111665750,111292719,+,-0.0876
CD200,ENSG00000091972,3,112362812,112332347,+,-0.116
SIDT1,ENSG00000072858,3,113629578,113532296,+,-0.2192
ZDHHC23,ENSG00000184307,3,113965401,113947901,+,0.0534
TIGIT,ENSG00000181847,3,114310288,114276913,+,-0.0431
ADPRH,ENSG00000144843,3,119589945,119579268,+,-0.0266
NR1I2,ENSG00000144852,3,119818485,119780484,+,0.0281
AC092910.3,ENSG00000242622,3,120136783,120094895,+,-0.0441
FBXO40,ENSG00000163833,3,121630295,121593379,+,-0.037
SLC15A2,ENSG00000163406,3,121944188,121894401,+,-0.0638
CHCHD6,ENSG00000159685,3,126960420,126704240,+,-0.0403
ABTB1,ENSG00000114626,3,127680926,127672935,+,-0.162
IFT122,ENSG00000163913,3,129520507,129440036,+,0.0188
NEK11,ENSG00000114670,3,131350465,131026850,+,0.0261
TSC22D2,ENSG00000196428,3,150466431,150408335,+,-0.0992
MED12L,ENSG00000144893,3,151437072,151085697,+,-0.0437
MME,ENSG00000196549,3,155183729,155024124,+,-0.0293
TIPARP,ENSG00000163659,3,156706770,156673235,+,-0.1086
AC092944.1,ENSG00000243176,3,157381265,157174201,+,-0.0416
KRT8P12,ENSG00000229320,3,160569248,160565447,+,-0.0597
PPM1L,ENSG00000163590,3,161078902,160755602,+,-0.059
DVL3,ENSG00000161202,3,184173614,184155377,+,-0.0654
FAM131A,ENSG00000175182,3,184348421,184335926,+,-0.0345
AC099661.1,ENSG00000286086,3,185501109,185499140,+,-0.0425
LINC00884,ENSG00000233058,3,194521156,194487140,+,0.0363
DLG1-AS1,ENSG00000227375,3,197303755,197298252,+,0.0055
LMLN,ENSG00000185621,3,198043720,197960200,+,-0.0438
FAM157A,ENSG00000236438,3,198222513,198153287,+,-0.0371
RNF212,ENSG00000178222,4,1113564,1056250,-,-0.0589
ZFYVE28,ENSG00000159733,4,2418663,2269582,-,-0.0338
TNIP2,ENSG00000168884,4,2756342,2741648,-,-0.1206
MFSD10,ENSG00000109736,4,2934834,2930561,-,-0.2146
ABLIM2,ENSG00000163995,4,8158832,7965310,-,-0.0395
ACOX3,ENSG00000087008,4,8440723,8366282,-,-0.0117
SLC2A9,ENSG00000109667,4,10054936,9771153,-,0.0071
AC005674.2,ENSG00000261490,4,10073019,10068089,-,-0.0625
ARAP2,ENSG00000047365,4,36244514,35948221,-,-0.126
APBB2,ENSG00000163697,4,41216714,40810027,-,0.0289
ATP8A1,ENSG00000124406,4,42657105,42408373,-,-0.0106
CORIN,ENSG00000145244,4,47838106,47593999,-,-0.0336
TXK,ENSG00000074966,4,48134250,48066393,-,-0.0058
TEC,ENSG00000135605,4,48269838,48135783,-,-0.0314
AC110611.2,ENSG00000287382,4,55947996,55938153,-,-0.0597
ANKRD17,ENSG00000132466,4,73258798,73073376,-,-0.0453
AC114781.2,ENSG00000250057,4,83247213,83233512,-,-0.0124
FAM13A,ENSG00000138640,4,89111398,88725955,-,-0.0531
MANBA,ENSG00000109323,4,102760994,102630770,-,-0.1089
AC104596.1,ENSG00000250326,4,143184861,142933195,-,-0.0431
MARCH1,ENSG00000145416,4,164384050,163524298,-,-0.2324
SH3RF1,ENSG00000154447,4,169270956,169094259,-,-0.0515
GLRA3,ENSG00000145451,4,174829247,174636920,-,-0.0252
GPM6A,ENSG00000150625,4,176002664,175632934,-,-0.083
TMEM175,ENSG00000127419,4,958656,932387,+,-0.1645
FGFRL1,ENSG00000127418,4,1026898,1009936,+,-0.0235
UVSSA,ENSG00000163945,4,1388049,1347208,+,-0.0932
HTT,ENSG00000197386,4,3243960,3041422,+,-0.0826
DOK7,ENSG00000175920,4,3501473,3463306,+,-0.1066
ZBTB49,ENSG00000168826,4,4321786,4290251,+,-0.0603
LINC02495,ENSG00000249896,4,6239937,6200733,+,-0.0005
MAN2B2,ENSG00000013288,4,6623362,6575189,+,-0.0747
AC105345.1,ENSG00000205959,4,8516759,8482270,+,0.0342
TAPT1-AS1,ENSG00000263327,4,16320140,16226685,+,-0.0439
LINC02506,ENSG00000251129,4,32228543,31997376,+,-0.0405
WDR19,ENSG00000157796,4,39285810,39182504,+,-0.0698
NSUN7,ENSG00000179299,4,40811184,40749925,+,-0.0596
KIAA1211,ENSG00000109265,4,56328625,56049073,+,-0.0333
AREG,ENSG00000109321,4,74455005,74445136,+,-0.1081
PRDM8,ENSG00000152784,4,80204329,80183879,+,-0.0392
AC073840.1,ENSG00000286035,4,83085600,83075957,+,-0.0679
HERC6,ENSG00000138642,4,88443111,88378739,+,-0.0937
NFKB1,ENSG00000109320,4,102617302,102501331,+,-0.1012
TET2,ENSG00000168769,4,105279816,105145875,+,-0.1433
ALPK1,ENSG00000073331,4,112442621,112285509,+,-0.0781
UGT8,ENSG00000174607,4,114678225,114598770,+,-0.0813
JADE1,ENSG00000077684,4,128875224,128809700,+,-0.1019
REELD1,ENSG00000250673,4,146230878,146214515,+,-0.0445
AC097375.5,ENSG00000286720,4,152045275,151988526,+,-0.032
LINC02273,ENSG00000245954,4,152104720,152090459,+,-0.0215
TRIM2,ENSG00000109654,4,153339317,153152342,+,-0.0703
FNIP2,ENSG00000052795,4,158908050,158769026,+,0.0422
C4orf47,ENSG00000205129,4,185449826,185426249,+,0.0136
SLC12A7,ENSG00000113504,5,1112063,1050384,-,-0.104
AC091978.1,ENSG00000286753,5,5422116,5390096,-,0.0276
ANKH,ENSG00000154122,5,14871778,14704800,-,-0.0957
CPLANE1,ENSG00000197603,5,37249428,37106228,-,-0.071
FYB1,ENSG00000082074,5,39274528,39105252,-,-0.0221
SERINC5,ENSG00000164300,5,80256048,80111651,-,-0.0584
AC010623.1,ENSG00000286721,5,81411867,81408517,-,-0.0692
SSBP2,ENSG00000145687,5,81751797,81413021,-,-0.1494
EPB41L4A,ENSG00000129595,5,112419313,112142441,-,-0.0423
DTWD2,ENSG00000169570,5,118988547,118836074,-,-0.0347
MARCH3,ENSG00000173926,5,127030558,126867714,-,-0.0518
MIR3936HG,ENSG00000233006,5,132370170,132311285,-,0.002
SEPTIN8,ENSG00000164402,5,132807241,132750819,-,-0.0619
AFF4,ENSG00000072364,5,132963634,132875395,-,-0.0968
AC106791.3,ENSG00000287067,5,137760740,137755740,-,-0.0375
PCDH12,ENSG00000113555,5,141969741,141943585,-,-0.0153
JAKMIP2,ENSG00000176049,5,147782775,147585438,-,-0.0524
CSF1R,ENSG00000182578,5,150113372,150053291,-,-0.0232
SLC36A3,ENSG00000186334,5,151303766,151276762,-,-0.0047
FAXDC2,ENSG00000170271,5,154859252,154818492,-,0.018
HAVCR2,ENSG00000135077,5,157142869,157085832,-,-0.0243
EBF1,ENSG00000164330,5,159099916,158695916,-,-0.1788
STK10,ENSG00000072786,5,172188224,172042079,-,-0.1611
UBTD2,ENSG00000168246,5,172283764,172209646,-,-0.0202
SNCB,ENSG00000074317,5,176630556,176620082,-,-0.0221
HK3,ENSG00000160883,5,176899346,176880869,-,0.0166
PDLIM7,ENSG00000196923,5,177497606,177483394,-,-0.0841
AC139795.1,ENSG00000246596,5,177672209,177619059,-,-0.0844
FAM153A,ENSG00000170074,5,177783398,177707981,-,-0.004
RNF130,ENSG00000113269,5,180072113,179911651,-,-0.168
CEP72,ENSG00000112877,5,667168,612340,+,0.028
AC016575.2,ENSG00000286441,5,14992961,14970909,+,-0.0377
PDZD2,ENSG00000133401,5,32110932,31639131,+,-0.044
SPEF2,ENSG00000152582,5,35814611,35617844,+,-0.0406
IL7R,ENSG00000168685,5,35879603,35852695,+,-0.0522
PARP8,ENSG00000151883,5,50846519,50665899,+,-0.1628
ITGA2,ENSG00000164171,5,53094779,52989340,+,-0.0532
AC025442.2,ENSG00000285999,5,66093937,66085405,+,0.0338
F2R,ENSG00000181104,5,76735770,76716126,+,0.002
CRHBP,ENSG00000145708,5,76981158,76953045,+,-0.0328
VCAN,ENSG00000038427,5,83582303,83471618,+,0.1038
LINC02161,ENSG00000250437,5,89677701,89581209,+,-0.0528
ARRDC3-AS1,ENSG00000281357,5,91612566,91380349,+,-0.059
LNPEP,ENSG00000113441,5,97037513,96935394,+,-0.1094
PAM,ENSG00000145730,5,103031105,102753981,+,-0.0728
JADE2,ENSG00000043143,5,134583230,134524312,+,-0.0415
NPY6R,ENSG00000226306,5,137810751,137801193,+,-0.0431
KDM3B,ENSG00000120733,5,138437028,138352685,+,-0.0574
EGR1,ENSG00000120738,5,138469303,138465479,+,-0.1474
HARS2,ENSG00000112855,5,140699305,140691430,+,-0.1118
DELE1,ENSG00000081791,5,141942047,141923855,+,-0.1109
ARHGAP26,ENSG00000145819,5,143229011,142770377,+,-0.0269
NDST1,ENSG00000070614,5,150558211,150485818,+,-0.0183
SLC36A1,ENSG00000123643,5,151492379,151437046,+,0.0168
ITK,ENSG00000113263,5,157255191,157142933,+,-0.047
LSM11,ENSG00000155858,5,157760709,157743712,+,-0.0343
LINC02202,ENSG00000245812,5,159117478,159100483,+,-0.0466
MIR3142HG,ENSG00000253522,5,160487426,160438594,+,0.0238
RGS14,ENSG00000169220,5,177372596,177357924,+,-0.1586
N4BP3,ENSG00000145911,5,178126081,178113532,+,-0.112
RMND5B,ENSG00000145916,5,178150568,178130996,+,-0.0516
ZNF879,ENSG00000234284,5,179035064,179023804,+,-0.0771
ZNF354C,ENSG00000177932,5,179083977,179060373,+,-0.053
MAML1,ENSG00000161021,5,179777283,179732822,+,-0.0542
AC008610.1,ENSG00000248367,5,180295253,180293245,+,-0.0365
EXOC2,ENSG00000112685,6,693139,485154,-,-0.1627
SERPINB9P1,ENSG00000230438,6,2881407,2851230,-,-0.0927
SERPINB6,ENSG00000124570,6,2972165,2948159,-,-0.1823
ADTRP,ENSG00000111863,6,11807046,11712054,-,0.0046
GFOD1,ENSG00000145990,6,13487662,13357830,-,-0.079
KIF13A,ENSG00000137177,6,17987635,17759183,-,-0.0428
KIAA0319,ENSG00000137261,6,24646191,24544104,-,-0.0714
ZKSCAN4,ENSG00000187626,6,28252269,28241697,-,-0.0617
ZSCAN12,ENSG00000158691,6,28399734,28378955,-,-0.0669
ZNF311,ENSG00000197935,6,29005316,28994785,-,-0.0444
DHX16,ENSG00000204560,6,30673006,30653119,-,-0.1058
NRM,ENSG00000137404,6,30691420,30688047,-,-0.0203
AL645933.3,ENSG00000286940,6,31494935,31479973,-,-0.0647
VWA7,ENSG00000204396,6,31777328,31765590,-,-0.0289
HSPA1L,ENSG00000204390,6,31815283,31809619,-,-0.0542
HLA-DOA,ENSG00000204252,6,33009591,33004182,-,-0.2082
ILRUN,ENSG00000196821,6,34696859,34587288,-,-0.1033
Z84485.1,ENSG00000246982,6,36197205,36146698,-,-0.0608
SAYSD1,ENSG00000112167,6,39115186,39104063,-,-0.0461
KIF6,ENSG00000164627,6,39725408,39329990,-,0.0609
TREML2,ENSG00000112195,6,41201149,41189749,-,-0.0141
PEX6,ENSG00000124587,6,42979181,42963865,-,-0.0294
ZNF318,ENSG00000171467,6,43369647,43307134,-,-0.087
KHDRBS2,ENSG00000112232,6,62286225,61679961,-,-0.1109
TENT5A,ENSG00000112773,6,81752774,81491439,-,-0.1175
CGA,ENSG00000135346,6,87095406,87085498,-,0.0223
GJB7,ENSG00000164411,6,87329278,87282980,-,-0.015
GABRR2,ENSG00000111886,6,89315299,89254464,-,-0.0184
MDN1,ENSG00000112159,6,89819794,89642498,-,-0.0736
BACH2,ENSG00000112182,6,90296908,89926528,-,-0.1222
SCML4,ENSG00000146285,6,107824317,107702154,-,-0.162
PPIL6,ENSG00000185250,6,109441171,109390215,-,-0.0487
FYN,ENSG00000010810,6,111873452,111660332,-,-0.0893
PTPRK,ENSG00000152894,6,128520674,127968779,-,-0.1071
MOXD1,ENSG00000079931,6,132401475,132296055,-,-0.0412
MAP3K5,ENSG00000197442,6,136792477,136557046,-,-0.0496
HIVEP2,ENSG00000010818,6,142956698,142751469,-,-0.0641
PLAGL1,ENSG00000118495,6,144064599,143940300,-,-0.0471
ZBTB2,ENSG00000181472,6,151391559,151364115,-,-0.1029
LPAL2,ENSG00000213071,6,160520269,160453428,-,-0.0341
PRKN,ENSG00000185345,6,162727771,161347417,-,-0.0486
RIPK1,ENSG00000137275,6,3115187,3063991,+,-0.0775
CDYL,ENSG00000153046,6,4955551,4706159,+,-0.023
AL359643.3,ENSG00000272142,6,5080946,5003774,+,0.027
FARS2,ENSG00000145982,6,5829192,5261044,+,-0.0392
GCNT2,ENSG00000111846,6,10629368,10492223,+,-0.0538
AL157373.2,ENSG00000229896,6,12008856,12007670,+,-0.035
HIVEP1,ENSG00000095951,6,12164999,12008762,+,-0.0782
EDN1,ENSG00000078401,6,12297194,12290361,+,-0.0362
BTN2A3P,ENSG00000124549,6,26432383,26421391,+,-0.0412
ZNF391,ENSG00000124613,6,27403904,27374615,+,-0.0677
AL009179.2,ENSG00000287252,6,27763184,27759870,+,-0.0524
ZKSCAN8,ENSG00000198315,6,28159460,28141883,+,-0.0662
ZNF192P1,ENSG00000226314,6,28169594,28161769,+,0.0338
ZSCAN9,ENSG00000137185,6,28233482,28224886,+,-0.0531
PGBD1,ENSG00000137338,6,28302549,28281572,+,-0.0376
HCG27,ENSG00000206344,6,31203968,31197760,+,-0.0258
HCP5,ENSG00000206337,6,31478903,31400700,+,-0.0428
MICB,ENSG00000204516,6,31511124,31494881,+,-0.0233
NFKBIL1,ENSG00000204498,6,31558829,31546870,+,-0.0559
LTA,ENSG00000226979,6,31574324,31572054,+,-0.1305
HLA-DPB2,ENSG00000224557,6,33129084,33112451,+,-0.0646
B3GALT4,ENSG00000235863,6,33284832,33277123,+,-0.1089
PHF1,ENSG00000112511,6,33416453,33410399,+,-0.1047
ITPR3,ENSG00000096433,6,33696574,33620365,+,-0.0172
UHRF1BP1,ENSG00000065060,6,34883138,34792015,+,-0.0565
ZNF76,ENSG00000065029,6,35295985,35258909,+,-0.1324
TBC1D22B,ENSG00000065491,6,37332970,37257772,+,-0.0407
BYSL,ENSG00000112578,6,41933046,41921499,+,-0.032
BICRAL,ENSG00000112624,6,42868560,42746958,+,-0.0851
AL035587.1,ENSG00000231113,6,42948360,42940364,+,-0.0368
ABCC10,ENSG00000124574,6,43450427,43427366,+,-0.0616
TJAP1,ENSG00000137221,6,43506556,43477523,+,-0.0162
TMEM63B,ENSG00000137216,6,44155519,44126914,+,-0.056
SLC25A27,ENSG00000153291,6,46678190,46652915,+,-0.0458
LRRC1,ENSG00000137269,6,53924125,53794497,+,-0.0474
AL121949.1,ENSG00000218048,6,63443580,63440766,+,-0.0499
COL19A1,ENSG00000082293,6,70212468,69866556,+,-0.1016
FAM135A,ENSG00000082269,6,70561174,70412941,+,-0.0498
MYO6,ENSG00000196586,6,75919537,75749192,+,-0.038
DOP1A,ENSG00000083097,6,83171350,83067666,+,-0.0943
AL034347.1,ENSG00000228679,6,84007323,83983728,+,-0.0496
LINC02857,ENSG00000230852,6,84026100,84019204,+,-0.0317
KLHL32,ENSG00000186231,6,97140754,96924620,+,0.0243
AL589740.1,ENSG00000271860,6,98400869,97283303,+,-0.0465
AL513550.1,ENSG00000228506,6,99432323,99424922,+,-0.035
CRYBG1,ENSG00000112297,6,106571978,106360808,+,-0.1729
SOBP,ENSG00000112320,6,107661306,107490106,+,-0.0664
FIG4,ENSG00000112367,6,109825428,109691312,+,-0.1424
AL590550.1,ENSG00000287097,6,115002280,114822994,+,0.0034
L3MBTL3,ENSG00000198945,6,130141451,130013699,+,-0.0548
AL592429.2,ENSG00000226571,6,139667284,139271362,+,-0.0098
UTRN,ENSG00000152818,6,144853034,144285701,+,-0.1668
STXBP5,ENSG00000164506,6,147390476,147204425,+,-0.0502
UST,ENSG00000111962,6,149076990,148747030,+,-0.0393
PLEKHG1,ENSG00000120278,6,150843665,150599883,+,-0.127
TIAM2,ENSG00000146426,6,155257723,154832697,+,-0.0235
ARID1B,ENSG00000049618,6,157210779,156776020,+,-0.1
ZDHHC14,ENSG00000175048,6,157678157,157381133,+,-0.0812
MICALL2,ENSG00000164877,7,1459470,1428465,-,-0.0146
SNX8,ENSG00000106266,7,2354318,2251770,-,-0.128
CARD11,ENSG00000198286,7,3043945,2906141,-,-0.0845
